step,rg2,perim,cycles,asph,movfrac
2000,4543.883950,3632,207,0.482440,0.2969
4000,7119.661075,3611,208,0.615680,0.3359
6000,8276.090024,3622,216,0.732383,0.2969
8000,7034.620270,3611,217,0.455312,0.2891
10000,7519.591794,3612,199,0.499357,0.2656
12000,11670.267566,3607,223,0.868205,0.2734
14000,11241.774060,3602,228,0.827141,0.2891
16000,11818.364409,3596,228,0.822354,0.3281
18000,11872.372648,3600,223,0.849316,0.2812
20000,11721.435256,3594,215,0.833971,0.2734
22000,11843.189235,3607,209,0.840658,0.2500
24000,11501.105255,3604,217,0.867342,0.2891
26000,11546.882679,3598,204,0.865532,0.2891
28000,11872.707181,3599,201,0.822998,0.3438
30000,11308.797279,3602,204,0.814675,0.3359
32000,12345.022075,3600,219,0.902792,0.2734
34000,12348.985986,3596,199,0.901761,0.2344
36000,12289.920298,3581,215,0.906932,0.2578
38000,12790.379510,3580,229,0.892296,0.3594
40000,12730.298837,3585,213,0.889814,0.2969
42000,12523.410963,3583,228,0.880987,0.2734
44000,12451.022776,3604,204,0.862362,0.2812
46000,12467.090388,3615,196,0.864793,0.2891
48000,12538.293798,3597,200,0.877988,0.2891
50000,12481.684404,3617,191,0.886055,0.3750
52000,12606.905865,3588,205,0.874364,0.2734
54000,12124.439957,3569,218,0.869688,0.2891
56000,12318.891109,3580,219,0.848556,0.3125
58000,12351.960640,3568,201,0.852409,0.3047
60000,12457.829390,3595,210,0.881339,0.2578
62000,12503.488259,3590,207,0.902770,0.3828
64000,9934.214117,3577,223,0.602819,0.3047
66000,9864.404882,3575,226,0.636037,0.3125
68000,8087.727258,3568,221,0.355318,0.2500
70000,8030.900456,3561,224,0.563094,0.3359
72000,5516.625283,3585,221,0.177459,0.3203
74000,5751.972433,3584,230,0.128371,0.3281
76000,5182.750057,3584,226,0.207687,0.2266
78000,8998.454035,3599,216,0.792652,0.1797
80000,8981.262333,3608,211,0.793239,0.3047
82000,10366.081638,3584,218,0.868706,0.2578
84000,10315.329774,3591,212,0.866320,0.2969
86000,10294.106927,3622,215,0.865170,0.3125
88000,10306.824989,3624,202,0.870244,0.2266
90000,10302.911025,3622,214,0.858589,0.2266
92000,10271.983069,3624,212,0.856494,0.2500
94000,10216.548261,3624,217,0.856675,0.2656
96000,10256.677703,3604,227,0.879643,0.2969
98000,10131.274736,3623,221,0.844456,0.2891
100000,10112.540746,3645,199,0.858254,0.2891
102000,10184.745519,3633,204,0.859609,0.2969
104000,10216.579794,3621,222,0.855618,0.2500
106000,10206.724519,3614,240,0.848505,0.2656
108000,10217.520952,3610,228,0.853410,0.2969
110000,10304.065032,3599,230,0.847942,0.3672
112000,10285.123019,3602,215,0.832126,0.3984
114000,9356.409344,3609,218,0.652112,0.2812
116000,10974.969126,3592,221,0.806778,0.2969
118000,11077.695501,3578,234,0.765082,0.3281
120000,11086.714613,3582,220,0.764285,0.2812
122000,10087.913777,3600,202,0.853296,0.2969
124000,9935.719778,3607,202,0.857792,0.3047
126000,10696.976771,3614,200,0.771488,0.3203
128000,10748.245651,3608,201,0.772580,0.2812
130000,10664.860238,3620,189,0.831503,0.2422
132000,11160.725535,3605,205,0.868945,0.3203
134000,11057.575133,3629,190,0.856707,0.2656
136000,11258.022797,3594,216,0.766791,0.2969
138000,11059.824173,3604,216,0.804958,0.2656
140000,10880.690576,3627,223,0.846334,0.3906
142000,10849.082896,3654,209,0.806004,0.2188
144000,10743.219722,3636,210,0.819363,0.2500
146000,10915.160994,3654,208,0.867503,0.2812
